venue,season,match_id,match_name,fullName,overs,maidens,conceded,wickets,economyRate,wides,noballs
Sydney Cricket Ground,2022,1298147,AUS v NZ,Marcus Stoinis,4,0,38,0,9.5,1,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Adam Zampa,4,0,39,1,9.75,1,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Trent Boult,4,0,24,2,6,1,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Tim Southee,2.1,0,6,3,2.76,0,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Mitchell Santner,4,0,31,3,7.75,0,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Lockie Ferguson,3,0,20,1,6.66,0,0
Sydney Cricket Ground,2022,1298147,AUS v NZ,Ish Sodhi,4,0,29,1,7.25,1,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Tendai Chatara,4,1,14,2,3.5,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Richard Ngarava,4,0,28,2,7,1,1
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Blessing Muzarabani,4,0,34,1,8.5,0,2
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Sean Williams,3,0,19,0,6.33,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Sikandar Raza,4,0,20,1,5,2,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Wessly Madhevere,1,0,7,0,7,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Brad Wheal,4,0,26,1,6.5,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Josh Davey,3,0,16,2,5.33,0,1
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Safyaan Sharif,2.3,0,23,0,9.2,0,1
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Mark Watt,4,0,19,1,4.75,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Michael Leask,4,0,36,1,9,0,0
"Bellerive Oval, Hobart",2022,1298146,SCOT v ZIM,Calum MacLeod,1,0,11,0,11,0,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Josh Little,4,0,31,0,7.75,1,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Mark Adair,4,0,26,0,6.5,4,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Barry McCarthy,4,0,33,1,8.25,1,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Curtis Campher,2,0,28,0,14,0,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Simi Singh,2,0,11,1,5.5,0,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Gareth Delany,4,0,16,3,4,1,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Obed McCoy,3.3,0,27,0,7.71,0,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Akeal Hosein,4,0,38,1,9.5,0,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Alzarri Joseph,4,0,39,0,9.75,1,0
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Odean Smith,2,0,23,0,11.5,0,1
"Bellerive Oval, Hobart",2022,1298145,IRE v WI,Jason Holder,4,0,23,0,5.75,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Ruben Trumpelmann,4,0,22,0,5.5,3,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,David Wiese,4,0,27,1,6.75,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Bernard Scholtz,4,0,22,1,5.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,JJ Smit,4,0,39,0,9.75,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Jan Frylinck,3,0,30,0,10,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Ben Shikongo,1,0,8,1,8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Basil Hameed,3,0,17,2,5.66,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Junaid Siddique,4,0,35,1,8.75,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Zahoor Khan,4,0,20,2,5,2,2
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Ahmed Raza,1,0,9,0,9,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Karthik Meiyappan,4,0,34,1,8.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Aayan Afzal Khan,2,0,7,0,3.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298144,NAM v UAE,Muhammad Waseem,2,0,16,1,8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Fred Klaassen,4,0,34,1,8.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Tim Pringle,3,0,22,0,7.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Roelof van der Merwe,3,0,16,0,5.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Paul van Meekeren,4,0,25,2,6.25,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Bas de Leede,3,0,31,2,10.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Timm van der Gugten,3,0,31,1,10.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Dhananjaya de Silva,1,0,5,0,5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Lahiru Kumara,4,0,28,1,7,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Binura Fernando,4,0,33,1,8.25,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Maheesh Theekshana,4,0,32,2,8,2,1
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Wanindu Hasaranga de Silva,4,0,28,3,7,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Chamika Karunaratne,2,0,11,0,5.5,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298143,NED v SL,Dasun Shanaka,1,0,7,0,7,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Richard Ngarava,3,0,20,0,6.66,1,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Tendai Chatara,3,0,22,0,7.33,2,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Blessing Muzarabani,4,0,38,2,9.5,2,1
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Ryan Burl,3,0,27,0,9,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Sikandar Raza,4,0,19,3,4.75,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Sean Williams,3,0,17,1,5.66,0,1
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Kyle Mayers,1,0,17,0,17,1,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Akeal Hosein,4,0,25,1,6.25,1,1
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Alzarri Joseph,4,0,16,4,4,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Obed McCoy,3,0,19,1,6.33,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Jason Holder,3.2,0,12,3,3.6,0,0
"Bellerive Oval, Hobart",2022,1298142,WI v ZIM,Odean Smith,3,0,31,1,10.33,1,1
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Josh Little,4,0,30,1,7.5,1,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Mark Adair,4,0,23,1,5.75,2,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Barry McCarthy,4,0,59,0,14.75,1,1
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Gareth Delany,3,0,28,0,9.33,0,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Simi Singh,2,0,16,0,8,0,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Curtis Campher,2,0,9,2,4.5,0,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,George Dockrell,1,0,9,0,9,0,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Mark Watt,4,0,39,1,9.75,2,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Brad Wheal,4,0,25,1,6.25,0,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Josh Davey,4,0,46,0,11.5,1,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Safyaan Sharif,3,0,32,1,10.66,1,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Chris Greaves,2,0,18,0,9,1,0
"Bellerive Oval, Hobart",2022,1298141,IRE v SCOT,Michael Leask,2,0,16,1,8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Junaid Siddique,4,0,36,0,9,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Kashif Daud,1,0,14,0,14,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Zahoor Khan,4,0,26,2,6.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Aayan Afzal Khan,3,0,16,1,5.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Aryan Lakra,3,0,24,1,8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Karthik Meiyappan,4,0,19,3,4.75,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Basil Hameed,1,0,13,0,13,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Pramod Madushan,3,0,14,1,4.66,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Maheesh Theekshana,3.1,0,15,2,4.73,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Dushmantha Chameera,3.5,0,15,3,3.91,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Chamika Karunaratne,2,0,14,0,7,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Wanindu Hasaranga de Silva,4,1,8,3,2,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298140,SL v UAE,Dasun Shanaka,1.1,0,7,1,6,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Fred Klaassen,3,0,15,0,5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Tim Pringle,3,0,15,1,5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Bas de Leede,3,0,18,2,6,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Colin Ackermann,3,0,17,1,5.66,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Paul van Meekeren,4,0,18,1,4.5,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Timm van der Gugten,3,0,29,0,9.66,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Roelof van der Merwe,1,0,6,1,6,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Bernard Scholtz,4,0,21,1,5.25,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,David Wiese,2.3,0,22,0,8.8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Gerhard Erasmus,3,0,13,0,4.33,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Ben Shikongo,1,0,18,0,18,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,JJ Smit,4,0,24,2,6,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Jan Frylinck,4,1,16,1,4,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298139,NAM v NED,Jan Nicol Loftie-Eaton,1,0,8,0,8,0,1
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Josh Little,4,0,24,3,6,0,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Mark Adair,4,0,39,2,9.75,2,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Barry McCarthy,4,0,24,0,6,2,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Curtis Campher,3,0,29,0,9.66,0,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Simi Singh,3,0,31,2,10.33,1,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Gareth Delany,2,0,21,0,10.5,1,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Richard Ngarava,4,0,22,2,5.5,0,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Tendai Chatara,4,0,22,2,5.5,2,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Blessing Muzarabani,4,0,23,3,5.75,0,1
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Luke Jongwe,2,0,24,0,12,0,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Sean Williams,3,0,20,1,6.66,0,0
"Bellerive Oval, Hobart",2022,1298138,IRE v ZIM,Sikandar Raza,3,0,22,1,7.33,1,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Kyle Mayers,2,0,24,0,12,2,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Akeal Hosein,4,0,31,0,7.75,0,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Alzarri Joseph,4,0,28,2,7,2,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Obed McCoy,3,0,25,0,8.33,0,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Jason Holder,3,0,14,2,4.66,0,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Odean Smith,4,0,31,1,7.75,1,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Mark Watt,4,0,12,3,3,1,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Brad Wheal,4,0,32,2,8,0,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Josh Davey,3,0,34,1,11.33,1,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Safyaan Sharif,3.3,0,23,1,6.57,2,0
"Bellerive Oval, Hobart",2022,1298137,SCOT v WI,Michael Leask,4,0,15,2,3.75,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Fred Klaassen,4,0,13,2,3.25,3,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Tim Pringle,4,0,13,1,3.25,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Logan van Beek,2,0,19,0,9.5,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Bas de Leede,3,0,19,3,6.33,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Paul van Meekeren,4,0,21,0,5.25,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Roelof van der Merwe,3,0,19,1,6.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Junaid Siddique,4,0,24,3,6,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Basil Hameed,1,0,7,1,7,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Aayan Afzal Khan,3,0,15,1,5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Karthik Meiyappan,4,0,22,1,5.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Zahoor Khan,4,0,11,1,2.75,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Zawar Farid,2.5,0,24,0,8.47,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298136,NED v UAE,Kashif Daud,1,0,5,0,5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Maheesh Theekshana,4,0,23,1,5.75,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Dushmantha Chameera,4,0,39,1,9.75,2,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Pramod Madushan,4,0,37,2,9.25,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Chamika Karunaratne,4,0,36,1,9,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Wanindu Hasaranga de Silva,4,0,27,1,6.75,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Gerhard Erasmus,1,0,8,0,8,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,David Wiese,4,0,16,2,4,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Bernard Scholtz,4,0,18,2,4.5,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Ben Shikongo,3,1,22,2,7.33,0,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,JJ Smit,3,0,16,1,5.33,1,0
"Simonds Stadium, South Geelong, Victoria",2022,1298135,NAM v SL,Jan Frylinck,4,0,26,2,6.5,1,0
